iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ATG,North America,Antigua and Barbuda,2021-03-03,769.0,0.0,17.571,19.0,5.0,0.714,7789.077,0.0,177.978,192.448,50.644,7.235,1.06,,,,,,,,,,,,,27.0,0.273,0.6508,1.5,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-04,813.0,44.0,16.0,21.0,2.0,1.0,8234.746,445.669,162.061,212.706,20.258,10.129,1.05,,,,,,,,,,,,,27.0,0.273,0.5926,1.7,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-05,813.0,0.0,16.0,21.0,0.0,1.0,8234.746,0.0,162.061,212.706,0.0,10.129,1.04,,,,,,,,,,,,,27.0,0.273,0.5926,1.7,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-06,813.0,0.0,12.429,21.0,0.0,1.0,8234.746,0.0,125.887,212.706,0.0,10.129,1.03,,,,,,,,,,,,,27.0,0.273,0.4603,2.2,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-07,848.0,35.0,16.857,21.0,0.0,1.0,8589.255,354.509,170.743,212.706,0.0,10.129,1.03,,,,,,,,,,,,,27.0,0.273,0.6243,1.6,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-08,848.0,0.0,11.286,21.0,0.0,1.0,8589.255,0.0,114.311,212.706,0.0,10.129,1.02,,,,,,,,,,,,,27.0,0.273,0.418,2.4,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-09,862.0,14.0,13.286,22.0,1.0,1.143,8731.059,141.804,134.569,222.834,10.129,11.576,1.02,,,,,,,,,,,,,27.0,0.273,0.4921,2.0,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-10,882.0,20.0,16.143,23.0,1.0,0.571,8933.636,202.577,163.508,232.963,10.129,5.788,1.01,,,,,,,,,,,,,27.0,0.273,0.5979,1.7,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-11,882.0,0.0,9.857,23.0,0.0,0.286,8933.636,0.0,99.841,232.963,0.0,2.894,1.01,,,,,,,,,,,,,27.0,0.273,0.3651,2.7,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-12,945.0,63.0,18.857,25.0,2.0,0.571,9571.753,638.117,191.001,253.221,20.258,5.788,1.0,,,,,,,,,,,,,27.0,0.273,0.6984,1.4,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-13,962.0,17.0,21.286,27.0,2.0,0.857,9743.943,172.19,215.6,273.479,20.258,8.682,0.99,,,,,,,,,,,,,27.0,0.273,0.7884,1.3,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-14,963.0,1.0,16.429,27.0,0.0,0.857,9754.072,10.129,166.402,273.479,0.0,8.682,0.97,,,,,,,,,,,,,27.0,0.273,0.6085,1.6,tests performed,,,,,,895.0,,,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-15,963.0,0.0,16.429,27.0,0.0,0.857,9754.072,0.0,166.402,273.479,0.0,8.682,0.96,,,,,,,,,,,,,27.0,0.273,0.6085,1.6,tests performed,24164.0,24164.0,,,,895.0,24.48,24.48,,,9065.0,895.0,0.907,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-16,992.0,29.0,18.571,27.0,0.0,0.714,10047.808,293.736,188.107,273.479,0.0,7.235,0.95,,,,,,,,,,,,,27.0,0.273,0.6878,1.5,tests performed,,,,,,821.0,,,,,8316.0,821.0,0.832,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-17,992.0,0.0,15.714,27.0,0.0,0.571,10047.808,0.0,159.167,273.479,0.0,5.788,0.93,,,,,,,,,,,,,27.0,0.273,0.582,1.7,tests performed,,,,,,747.0,,,,,7566.0,747.0,0.757,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-18,1008.0,16.0,18.0,27.0,0.0,0.571,10209.87,162.061,182.319,273.479,0.0,5.788,0.92,,,,,,,,,,,,,27.0,0.273,0.6667,1.5,tests performed,,,,,,674.0,,,,,6827.0,674.0,0.683,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-19,1011.0,3.0,9.429,27.0,0.0,0.286,10240.256,30.387,95.5,273.479,0.0,2.894,0.91,,,,,,,,,,,,,27.0,0.273,0.3492,2.9,tests performed,25677.0,25677.0,,,,600.0,26.01,26.01,,,6077.0,600.0,0.608,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-20,1033.0,22.0,10.143,28.0,1.0,0.143,10463.091,222.834,102.735,283.607,10.129,1.447,0.9,,,,,,,,,,,,,27.0,0.273,0.3757,2.7,tests performed,,,,,,490.0,,,,,4963.0,490.0,0.496,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-21,1033.0,0.0,10.0,28.0,0.0,0.143,10463.091,0.0,101.288,283.607,0.0,1.447,0.9,,,,,,,,,,,,,27.0,0.273,0.3704,2.7,tests performed,,,,,,380.0,,,,,3849.0,380.0,0.385,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-22,1072.0,39.0,15.571,28.0,0.0,0.143,10858.115,395.025,157.72,283.607,0.0,1.447,0.89,,,,,,,,,,,,,27.0,0.273,0.5767,1.7,tests performed,,,,,,270.0,,,,,2735.0,270.0,0.273,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-23,1080.0,8.0,12.571,28.0,0.0,0.143,10939.146,81.031,127.334,283.607,0.0,1.447,0.87,,,,,,,,,,,,,27.0,0.273,0.4656,2.1,tests performed,,,,,,233.0,,,,,2360.0,233.0,0.236,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-24,1080.0,0.0,12.571,28.0,0.0,0.143,10939.146,0.0,127.334,283.607,0.0,1.447,0.86,,,,,,,,,,,,,27.0,0.273,0.4656,2.1,tests performed,,,,,,197.0,,,,,1995.0,197.0,0.2,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-25,1103.0,23.0,13.571,28.0,0.0,0.143,11172.109,232.963,137.463,283.607,0.0,1.447,0.84,,,,,,,,,,,,,27.0,0.273,0.5026,2.0,tests performed,26424.0,26424.0,,,,161.0,26.76,26.76,,,1631.0,161.0,0.163,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-26,1122.0,19.0,15.857,28.0,0.0,0.143,11364.557,192.448,160.614,283.607,0.0,1.447,0.83,,,,,,,,,,,,,27.0,0.273,0.5873,1.7,tests performed,,,,,,117.0,,,,,1185.0,117.0,0.119,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-27,1122.0,0.0,12.714,28.0,0.0,0.0,11364.557,0.0,128.781,283.607,0.0,0.0,0.81,,,,,,,,,,,,,27.0,0.273,0.4709,2.1,tests performed,,,,,,109.0,,,,,1104.0,109.0,0.11,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-28,1128.0,6.0,13.571,28.0,0.0,0.0,11425.33,60.773,137.463,283.607,0.0,0.0,0.8,,,,,,,,,,,,,27.0,0.273,0.5026,2.0,tests performed,,,,,,101.0,,,,,1023.0,101.0,0.102,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-29,1136.0,8.0,9.143,28.0,0.0,0.0,11506.361,81.031,92.607,283.607,0.0,0.0,0.78,,,,,,,,,,,,,27.0,0.273,0.3386,3.0,tests performed,,,,,,93.0,,,,,942.0,93.0,0.094,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-30,1136.0,0.0,8.0,28.0,0.0,0.0,11506.361,0.0,81.031,283.607,0.0,0.0,0.77,,,,,,,,,,,,,27.0,0.273,0.2963,3.4,tests performed,,,,,,85.0,,,,,861.0,85.0,0.086,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-03-31,1136.0,0.0,8.0,28.0,0.0,0.0,11506.361,0.0,81.031,283.607,0.0,0.0,0.76,,,,,,,,,,,,,27.0,0.273,0.2963,3.4,tests performed,26836.0,26836.0,,,,77.0,27.18,27.18,,,780.0,77.0,0.078,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-01,1147.0,11.0,6.286,28.0,0.0,0.0,11617.778,111.417,63.667,283.607,0.0,0.0,0.75,,,,,,,,,,,,,27.0,0.273,0.2328,4.3,tests performed,,,,,,68.0,,,,,689.0,68.0,0.069,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-02,1152.0,5.0,4.286,28.0,0.0,0.0,11668.422,50.644,43.409,283.607,0.0,0.0,0.75,,,,,,,,,,,,,27.0,0.273,0.1587,6.3,tests performed,,,,,,68.0,,,,,689.0,68.0,0.069,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-03,1170.0,18.0,6.857,28.0,0.0,0.0,11850.741,182.319,69.455,283.607,0.0,0.0,0.74,,,,,,,,,,,,,27.0,0.273,0.254,3.9,tests performed,27032.0,27032.0,,,,67.0,27.38,27.38,,,679.0,67.0,0.068,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-04,1170.0,0.0,6.0,28.0,0.0,0.0,11850.741,0.0,60.773,283.607,0.0,0.0,0.73,,,,,,,,,,,,,27.0,0.273,0.2222,4.5,tests performed,,,,,,65.0,,,,,658.0,65.0,0.066,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-05,1173.0,3.0,5.286,29.0,1.0,0.143,11881.128,30.387,53.538,293.736,10.129,1.447,0.72,,,,,,,,,,,,,27.0,0.273,0.1958,5.1,tests performed,,,,,,62.0,,,,,628.0,62.0,0.063,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-06,1173.0,0.0,5.286,29.0,0.0,0.143,11881.128,0.0,53.538,293.736,0.0,1.447,0.71,,,,,,,,,,,,,27.0,0.273,0.1958,5.1,tests performed,,,,,,60.0,,,,,608.0,60.0,0.061,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-07,1177.0,4.0,5.857,29.0,0.0,0.143,11921.643,40.515,59.326,293.736,0.0,1.447,0.7,,,,,,,,,,,,,27.0,0.273,0.2169,4.6,tests performed,,,,,,57.0,,,,,577.0,57.0,0.058,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-08,1180.0,3.0,4.714,29.0,0.0,0.143,11952.03,30.387,47.75,293.736,0.0,1.447,0.69,,,,,,,,,,,,,27.0,0.273,0.1746,5.7,tests performed,,,,,,55.0,,,,,557.0,55.0,0.056,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-09,1182.0,2.0,4.286,30.0,1.0,0.286,11972.287,20.258,43.409,303.865,10.129,2.894,0.69,,,,,,,,,,,,,27.0,0.273,0.1587,6.3,tests performed,,,,,,53.0,,,,,537.0,53.0,0.054,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-10,1197.0,15.0,3.857,30.0,0.0,0.286,12124.22,151.933,39.068,303.865,0.0,2.894,0.69,,,,,,,,,,,,,27.0,0.273,0.1429,7.0,tests performed,,,,,,51.0,,,,,517.0,51.0,0.052,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-11,1198.0,1.0,4.0,30.0,0.0,0.286,12134.349,10.129,40.515,303.865,0.0,2.894,0.68,,,,,,,,,,,,,27.0,0.273,0.1481,6.8,tests performed,,,,,,51.0,,,,,517.0,51.0,0.052,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-12,1198.0,0.0,3.571,30.0,0.0,0.143,12134.349,0.0,36.174,303.865,0.0,1.447,0.66,,,,,,,,,,,,,27.0,0.273,0.1323,7.6,tests performed,,,,,,51.0,,,,,517.0,51.0,0.052,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-13,1201.0,3.0,4.0,31.0,1.0,0.286,12164.735,30.387,40.515,313.994,10.129,2.894,0.65,,,,,,,,,,,,,27.0,0.273,0.1481,6.8,tests performed,,,,,,51.0,,,,,517.0,51.0,0.052,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-14,1201.0,0.0,3.429,31.0,0.0,0.286,12164.735,0.0,34.727,313.994,0.0,2.894,0.64,,,,,,,,,,,,,27.0,0.273,0.127,7.9,tests performed,27592.0,27592.0,,,,51.0,27.95,27.95,,,517.0,51.0,0.052,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-15,1209.0,8.0,4.143,31.0,0.0,0.286,12245.766,81.031,41.962,313.994,0.0,2.894,0.64,,,,,,,,,,,,,27.0,0.273,0.1534,6.5,tests performed,,,,,,102.0,,,,,1033.0,102.0,0.103,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-16,1213.0,4.0,4.429,31.0,0.0,0.143,12286.282,40.515,44.856,313.994,0.0,1.447,0.63,,,,,,,,,,,,,27.0,0.273,0.164,6.1,tests performed,28414.0,28414.0,,,,154.0,28.78,28.78,,,1560.0,154.0,0.156,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-17,1216.0,3.0,2.714,31.0,0.0,0.143,12316.668,30.387,27.493,313.994,0.0,1.447,0.61,,,,,,,,,,,,,27.0,0.273,0.1005,9.9,tests performed,28639.0,28639.0,,,225.0,179.0,29.01,29.01,,,1813.0,179.0,0.181,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-18,1216.0,0.0,2.571,31.0,0.0,0.143,12316.668,0.0,26.046,313.994,0.0,1.447,0.6,,,,,,,,,,,,,27.0,0.273,0.0952,10.5,tests performed,,,,,,203.0,,,,,2056.0,203.0,0.206,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-19,1217.0,1.0,2.714,31.0,0.0,0.143,12326.797,10.129,27.493,313.994,0.0,1.447,0.59,,,,,,,,,,,,,27.0,0.273,0.1005,9.9,tests performed,,,,,,228.0,,,,,2309.0,228.0,0.231,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-20,1217.0,0.0,2.286,31.0,0.0,0.0,12326.797,0.0,23.152,313.994,0.0,0.0,0.58,,,,,,,,,,,,,27.0,0.273,0.0847,11.8,tests performed,,,,,,252.0,,,,,2552.0,252.0,0.255,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-21,1217.0,0.0,2.286,31.0,0.0,0.0,12326.797,0.0,23.152,313.994,0.0,0.0,0.57,,,,,,,,,,,,,27.0,0.273,0.0847,11.8,tests performed,,,,,,277.0,,,,,2806.0,277.0,0.281,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-22,1217.0,0.0,1.143,31.0,0.0,0.0,12326.797,0.0,11.576,313.994,0.0,0.0,0.57,,,,,,,,,,,,,27.0,0.273,0.0423,23.6,tests performed,29754.0,29754.0,,,,250.0,30.14,30.14,,,2532.0,250.0,0.253,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-23,1222.0,5.0,1.286,31.0,0.0,0.0,12377.441,50.644,13.023,313.994,0.0,0.0,0.57,,,,,,,,,,,,,27.0,0.273,0.0476,21.0,tests performed,,,,,,204.0,,,,,2066.0,204.0,0.207,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-24,1227.0,5.0,1.571,31.0,0.0,0.0,12428.085,50.644,15.917,313.994,0.0,0.0,0.56,,,,,,,,,,,,,27.0,0.273,0.0582,17.2,tests performed,,,,,,185.0,,,,,1874.0,185.0,0.187,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-25,1227.0,0.0,1.571,31.0,0.0,0.0,12428.085,0.0,15.917,313.994,0.0,0.0,0.55,,,,,,,,,,,,,27.0,0.273,0.0582,17.2,tests performed,,,,,,165.0,,,,,1671.0,165.0,0.167,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-26,1228.0,1.0,1.571,32.0,1.0,0.143,12438.214,10.129,15.917,324.123,10.129,1.447,0.53,,,,,,,,,,,,,27.0,0.273,0.0582,17.2,tests performed,,,,,,146.0,,,,,1479.0,146.0,0.148,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-27,1232.0,4.0,2.143,32.0,0.0,0.143,12478.729,40.515,21.705,324.123,0.0,1.447,0.52,,,,,,,,,,13613.0,137.884,,27.0,0.273,0.0794,12.6,tests performed,,,,,,127.0,,,,,1286.0,127.0,0.129,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-28,1232.0,0.0,2.143,32.0,0.0,0.143,12478.729,0.0,21.705,324.123,0.0,1.447,0.5,,,,,,,,,,,,,29.0,0.294,0.0739,13.5,tests performed,,,,,,108.0,,,,,1094.0,108.0,0.109,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-29,1232.0,0.0,2.143,32.0,0.0,0.143,12478.729,0.0,21.705,324.123,0.0,1.447,0.48,,,,,,,,,,,,,31.0,0.314,0.0691,14.5,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-04-30,1232.0,0.0,1.429,32.0,0.0,0.143,12478.729,0.0,14.47,324.123,0.0,1.447,0.46,,,,,,,,,,,,,33.0,0.334,0.0433,23.1,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-01,1232.0,0.0,0.714,32.0,0.0,0.143,12478.729,0.0,7.235,324.123,0.0,1.447,0.45,,,,,,,,,,,,,34.0,0.344,0.021,47.6,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-02,1232.0,0.0,0.714,32.0,0.0,0.143,12478.729,0.0,7.235,324.123,0.0,1.447,0.44,,,,,,,,,,,,,36.0,0.365,0.0198,50.4,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-03,1232.0,0.0,0.571,32.0,0.0,0.0,12478.729,0.0,5.788,324.123,0.0,0.0,0.43,,,,,,,,,,,,,38.0,0.385,0.015,66.5,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-04,1232.0,0.0,0.0,32.0,0.0,0.0,12478.729,0.0,0.0,324.123,0.0,0.0,0.42,,,,,,,,,,,,,40.0,0.405,0.0,,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-05,1232.0,0.0,0.0,32.0,0.0,0.0,12478.729,0.0,0.0,324.123,0.0,0.0,0.42,,,,,,,,,,,,,40.0,0.405,0.0,,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-06,1232.0,0.0,0.0,32.0,0.0,0.0,12478.729,0.0,0.0,324.123,0.0,0.0,0.41,,,,,,,,,,,,,40.0,0.405,0.0,,tests performed,,,,,,89.0,,,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-07,1232.0,0.0,0.0,32.0,0.0,0.0,12478.729,0.0,0.0,324.123,0.0,0.0,0.41,,,,,,,,,,,,,40.0,0.405,0.0,,tests performed,31085.0,31085.0,,,,89.0,31.49,31.49,,,901.0,89.0,0.09,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-08,1232.0,0.0,0.0,32.0,0.0,0.0,12478.729,0.0,0.0,324.123,0.0,0.0,0.42,,,,,,,,,,,,,40.0,0.405,0.0,,tests performed,,,,,,82.0,,,,,831.0,82.0,0.083,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
ATG,North America,Antigua and Barbuda,2021-05-09,1231.0,,,32.0,0.0,0.0,12468.601,,,324.123,0.0,0.0,0.42,,,,,,,,,,,,,40.0,0.405,,,tests performed,,,,,,76.0,,,,,770.0,76.0,0.077,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
